relative path,emotion,actor,gender,mfcc_mean,mfcc_var,mfcc_max,mfcc_min,mfcc_range,pitch_mean,pitch_var,pitch_max,pitch_min,pitch_range,energy_mean,energy_var,energy_max,energy_min,energy_range,zcr_mean,zcr_var,zcr_max,zcr_min,zcr_range,context_speaker_id
EB0_neutral_18.wav,neutral,        EB0,female,"[-429.5839538574219, 118.54287719726562, -10.312172889709473, 20.242860794067383, 2.3997344970703125, -13.350682258605957, -10.379956245422363, -10.499284744262695, -21.352052688598633, -5.418533802032471, -5.961390018463135, 0.7722285389900208]","[9369.92578125, 3530.9345703125, 1145.2174072265625, 799.4825439453125, 234.56103515625, 366.430908203125, 170.02105712890625, 180.33328247070312, 223.08538818359375, 172.01307678222656, 190.8869171142578, 107.2576675415039]","[-260.1541442871094, 220.92184448242188, 58.85995101928711, 88.13714599609375, 37.67637634277344, 30.293750762939453, 26.840953826904297, 16.55554962158203, 20.486835479736328, 23.958396911621094, 27.783872604370117, 38.29621887207031]","[-697.554931640625, -29.391822814941406, -111.01536560058594, -47.84674072265625, -31.370574951171875, -70.17800903320312, -42.88629913330078, -53.74042892456055, -53.899452209472656, -41.44856262207031, -45.64790344238281, -25.83953857421875]","[437.4007873535156, 250.31365966796875, 169.8753204345703, 135.98388671875, 69.04695129394531, 100.47175598144531, 69.72724914550781, 70.29597473144531, 74.38629150390625, 65.4069595336914, 73.43177795410156, 64.13575744628906]",1438.7105712890625,1146549.25,3965.600830078125,136.996337890625,3828.6044921875,3.293259620666504,26.043678283691406,26.222925186157227,0.0001437347382307,26.22278213500977,0.0940336463223787,0.009040636648311,0.4583333333333333,0.0125,0.4458333333333333,        EB0
MP0_neutral_40.wav,neutral,        MP0,male,"[-473.6502685546875, 107.22166442871094, -0.37464267015457153, 42.19451904296875, 20.84471321105957, 16.595056533813477, 3.072854518890381, -12.994353294372559, -11.80908203125, 13.983476638793945, -14.729423522949219, 1.3509804010391235]","[19377.779296875, 5153.6435546875, 1248.040283203125, 528.92138671875, 218.1593475341797, 199.87672424316406, 174.33172607421875, 420.08319091796875, 240.0259246826172, 134.20030212402344, 235.82723999023438, 123.74283599853516]","[-242.17337036132812, 215.60552978515625, 86.7542953491211, 128.535888671875, 54.90445327758789, 48.69448471069336, 46.81655502319336, 35.969825744628906, 18.826038360595703, 42.550537109375, 12.221431732177734, 30.54263687133789]","[-745.160888671875, -82.58009338378906, -84.27786254882812, -17.44985580444336, -17.59653091430664, -25.82440185546875, -31.535507202148438, -67.35917663574219, -62.4970703125, -12.5960111618042, -56.7296142578125, -30.44843864440918]","[502.9875183105469, 298.18560791015625, 171.03216552734375, 145.98574829101562, 72.50098419189453, 74.51889038085938, 78.35206604003906, 103.3290023803711, 81.32310485839844, 55.146549224853516, 68.9510498046875, 60.99107360839844]",1521.427490234375,1410390.25,3972.86181640625,125.6792221069336,3847.1826171875,2.0149760246276855,11.762473106384276,14.39642333984375,2.067815512418747e-05,14.396402359008787,0.1001241134751773,0.0150829485438358,0.5229166666666667,0.0083333333333333,0.5145833333333334,        MP0
MP0_neutral_90.wav,neutral,        MP0,male,"[-460.11090087890625, 127.18861389160156, 9.761968612670898, 26.333663940429688, 3.8662071228027344, 15.560134887695312, 2.7277169227600098, -8.380742073059082, -12.011075019836426, 8.990399360656738, -17.788841247558594, 0.8297062516212463]","[7516.5380859375, 6003.1875, 797.7619018554688, 592.2533569335938, 407.18536376953125, 313.4282531738281, 157.0716552734375, 275.65155029296875, 204.23175048828125, 124.9736328125, 170.53671264648438, 162.78074645996094]","[-281.9171447753906, 243.7816162109375, 89.61483764648438, 97.53630065917969, 47.88013458251953, 54.07149887084961, 43.46761703491211, 36.65685272216797, 25.81635856628418, 39.297576904296875, 21.647293090820312, 33.25568389892578]","[-696.501953125, -68.68528747558594, -79.52169036865234, -42.284080505371094, -37.2330322265625, -30.092496871948242, -39.261680603027344, -55.75520324707031, -51.937232971191406, -27.96479034423828, -52.36470031738281, -30.58536148071289]","[414.5848083496094, 312.4669189453125, 169.13653564453125, 139.82037353515625, 85.11316680908203, 84.16399383544922, 82.72929382324219, 92.41205596923828, 77.75359344482422, 67.26236724853516, 74.01199340820312, 63.84104537963867]",1280.08154296875,1199614.25,3973.890625,125.0262222290039,3848.864501953125,1.4012397527694702,7.857231616973877,21.99643898010254,0.0002793883904814,21.99616050720215,0.1143194810905892,0.0223349769225979,0.5875,0.0104166666666666,0.5770833333333334,        MP0
MP0_neutral_2.wav,neutral,        MP0,male,"[-441.9151916503906, 110.05498504638672, 10.199573516845703, 38.023414611816406, 6.013754367828369, 16.197614669799805, 5.646848678588867, -0.047008659690618515, -15.593076705932617, 11.902137756347656, -11.294031143188477, 2.9530322551727295]","[17148.892578125, 5478.86865234375, 1561.5513916015625, 604.9719848632812, 372.47528076171875, 180.94920349121094, 253.48184204101562, 316.3802490234375, 329.1587829589844, 116.64752960205078, 192.2968292236328, 71.58133697509766]","[-270.1211242675781, 231.37484741210938, 96.17728424072266, 90.02865600585938, 44.34814453125, 60.886497497558594, 37.64872360229492, 45.551795959472656, 21.338808059692383, 38.546043395996094, 16.431324005126953, 24.279315948486328]","[-725.7340698242188, -34.85015869140625, -92.87893676757812, -8.132837295532227, -40.3445930480957, -21.800962448120117, -36.915531158447266, -38.490318298339844, -52.73048782348633, -34.492042541503906, -50.119014739990234, -15.626045227050781]","[455.6129455566406, 266.2250061035156, 189.05621337890625, 98.16149139404297, 84.69273376464844, 82.68746185302734, 74.56425476074219, 84.0421142578125, 74.06929779052734, 73.0380859375, 66.55033874511719, 39.90536117553711]",1428.4820556640625,1380903.25,3974.86181640625,125.86524963378906,3848.99658203125,2.5747411251068115,12.980387687683104,15.917920112609863,8.130539208650589e-05,15.917839050292969,0.0984459459459459,0.0145193097658469,0.6333333333333333,0.00625,0.6270833333333333,        MP0
WR0_neutral_62.wav,neutral,        WR0,male,"[-408.32177734375, 135.00741577148438, 0.15418727695941925, 25.758594512939453, 0.2302863597869873, 0.020471714437007904, 7.809983730316162, 1.1063628196716309, -5.929913520812988, 17.043657302856445, -13.514248847961426, 4.279790878295898]","[9304.94921875, 5758.24853515625, 595.7008666992188, 300.3770751953125, 434.01629638671875, 386.82281494140625, 180.27960205078125, 221.35316467285156, 147.40402221679688, 154.6627655029297, 204.07704162597656, 130.5699005126953]","[-250.28269958496094, 227.3018798828125, 78.20103454589844, 73.70985412597656, 49.544578552246094, 46.7138557434082, 38.73210906982422, 38.01519012451172, 24.077442169189453, 46.65135955810547, 22.939544677734375, 29.224285125732422]","[-717.6310424804688, -80.094970703125, -59.33539962768555, -21.567777633666992, -53.30705261230469, -53.28717041015625, -27.024852752685547, -33.58966064453125, -40.769447326660156, -27.182748794555664, -47.39164352416992, -26.253644943237305]","[467.34832763671875, 307.3968505859375, 137.53643798828125, 95.27763366699219, 102.85163116455078, 100.00102233886719, 65.7569580078125, 71.60485076904297, 64.84689331054688, 73.8341064453125, 70.33119201660156, 55.477928161621094]",1298.302734375,1137900.5,3969.0556640625,126.2945785522461,3842.760986328125,2.589475154876709,9.137210845947266,17.566383361816406,0.0002228142693638,17.566160202026367,0.1038910505836576,0.0205586883570026,0.63125,0.0125,0.61875,        WR0
MP0_neutral_58.wav,neutral,        MP0,male,"[-479.11798095703125, 128.1807098388672, 2.5855278968811035, 27.637802124023438, 9.548218727111816, 13.608437538146973, 3.982001543045044, -6.553575038909912, -12.806051254272461, 6.537352561950684, -11.690441131591797, -1.3657383918762207]","[13943.564453125, 3939.9287109375, 924.7874145507812, 516.9268798828125, 327.2261657714844, 262.6583557128906, 229.50621032714844, 276.26300048828125, 124.47806549072266, 146.71334838867188, 195.55731201171875, 127.05628204345703]","[-273.58721923828125, 230.59458923339844, 63.60236740112305, 95.61599731445312, 54.732994079589844, 54.89918518066406, 46.58692932128906, 33.74650192260742, 11.357402801513672, 38.90118408203125, 20.230379104614258, 30.95435333251953]","[-738.0142211914062, -40.16496658325195, -78.58673095703125, -28.97536277770996, -43.37855529785156, -34.15447998046875, -37.945335388183594, -53.141536712646484, -44.14810562133789, -24.541791915893555, -59.92549133300781, -37.128639221191406]","[464.427001953125, 270.7595520019531, 142.18910217285156, 124.59136199951172, 98.1115493774414, 89.05366516113281, 84.53226470947266, 86.8880386352539, 55.50550842285156, 63.44297790527344, 80.15586853027344, 68.08299255371094]",1340.8560791015625,1084724.125,3969.0888671875,125.69042205810548,3843.3984375,1.157113552093506,3.2980031967163086,10.046178817749023,6.047170609235763e-05,10.04611873626709,0.0810841983852364,0.007178506607287,0.36875,0.0083333333333333,0.3604166666666666,        MP0
MP0_neutral_20.wav,neutral,        MP0,male,"[-459.10595703125, 128.6599578857422, 1.0051569938659668, 24.881576538085938, 3.3503546714782715, 12.38469409942627, 2.662827253341675, -6.859729290008545, -7.745066165924072, 10.334795951843262, -10.979713439941406, 1.6582330465316772]","[13799.3203125, 5072.15478515625, 818.5161743164062, 866.606689453125, 664.0245971679688, 274.8208923339844, 148.16888427734375, 242.4685821533203, 158.19677734375, 109.92314910888672, 191.753173828125, 143.06991577148438]","[-301.13299560546875, 232.6653594970703, 77.25601196289062, 112.03132629394531, 64.0743179321289, 54.83674240112305, 35.10410690307617, 37.06895446777344, 21.120758056640625, 36.37242889404297, 19.551570892333984, 32.24728775024414]","[-747.9190673828125, -37.98241424560547, -98.1241226196289, -25.20206069946289, -51.73100280761719, -31.770488739013672, -34.27934265136719, -45.67236328125, -36.37109375, -15.452043533325195, -54.4810791015625, -29.72977066040039]","[446.78607177734375, 270.64776611328125, 175.380126953125, 137.23338317871094, 115.8053207397461, 86.60723114013672, 69.38345336914062, 82.74131774902344, 57.491851806640625, 51.82447052001953, 74.03265380859375, 61.97705841064453]",1264.9468994140625,998609.75,3965.343994140625,125.50907135009766,3839.8349609375,1.7697179317474363,9.23594856262207,19.1561279296875,3.2123178243637085e-05,19.156095504760746,0.1027243589743589,0.016674268573307,0.6083333333333333,0.0083333333333333,0.6,        MP0
MK0_neutral_2.wav,neutral,        MK0,female,"[-415.0748596191406, 122.25365447998047, 7.964712142944336, 1.8705378770828247, 10.358173370361328, -5.217678070068359, -6.37889289855957, -1.8640021085739136, 0.8660981059074402, -6.415884017944336, -11.85194206237793, -7.638082981109619]","[7063.1611328125, 3422.65966796875, 702.60302734375, 373.265869140625, 259.3265686035156, 310.6488037109375, 135.9558868408203, 83.2323989868164, 72.9382553100586, 120.36054992675781, 156.8751983642578, 68.07694244384766]","[-249.45848083496094, 222.70326232910156, 69.14488220214844, 51.18992233276367, 44.22479248046875, 28.98326873779297, 28.896562576293945, 21.14816665649414, 22.546615600585938, 15.599283218383789, 20.464311599731445, 13.467045783996582]","[-611.9735107421875, -5.9809651374816895, -72.7872543334961, -45.71833801269531, -29.074234008789062, -57.12843704223633, -35.72693634033203, -23.839954376220703, -21.499656677246094, -43.53726577758789, -46.69662094116211, -30.566204071044922]","[362.5150146484375, 228.68423461914062, 141.93212890625, 96.90826416015625, 73.29902648925781, 86.11170959472656, 64.62349700927734, 44.988121032714844, 44.04627227783203, 59.13655090332031, 67.16093444824219, 44.03324890136719]",1275.1451416015625,935836.25,3973.307861328125,135.3579559326172,3837.949951171875,3.634708166122437,56.33150100708008,46.09932327270508,0.0005956199020147,46.09872817993164,0.0993145161290322,0.0156911463753035,0.5895833333333333,0.0145833333333333,0.5750000000000001,        MK0
TP0_neutral_55.wav,neutral,        TP0,male,"[-464.9039001464844, 138.86178588867188, 6.563551902770996, 17.913537979125977, 17.226940155029297, -2.2832655906677246, 3.919137954711914, 4.206511497497559, -16.960968017578125, -4.777932167053223, -7.6221513748168945, 8.264697074890137]","[11045.173828125, 4298.86865234375, 735.3704833984375, 734.6820068359375, 531.5472412109375, 401.03167724609375, 161.23104858398438, 137.71994018554688, 161.0021514892578, 196.02755737304688, 127.66378021240234, 95.20496368408203]","[-289.5874938964844, 241.73556518554688, 74.56774139404297, 96.58102416992188, 63.765174865722656, 38.10478591918945, 38.687522888183594, 36.26202392578125, 14.028602600097656, 31.41383171081543, 31.265941619873047, 42.38325881958008]","[-751.9951171875, -13.954977035522461, -68.16673278808594, -38.93947219848633, -45.07322692871094, -52.470664978027344, -28.94632911682129, -22.975746154785156, -52.391265869140625, -39.418643951416016, -28.45262908935547, -24.37824249267578]","[462.4076232910156, 255.69053649902344, 142.73446655273438, 135.52049255371094, 108.8384017944336, 90.57545471191406, 67.63385009765625, 59.237770080566406, 66.41986846923828, 70.83247375488281, 59.718570709228516, 66.76150512695312]",1302.1861572265625,1118139.25,3971.54638671875,125.99737548828124,3845.549072265625,1.339864730834961,5.0046586990356445,11.425228118896484,5.6238844990730286e-05,11.425171852111816,0.0883984375,0.0092144434611002,0.45625,0.0125,0.44375,        TP0
IC0_neutral_1.wav,neutral,        IC0,female,"[-403.1867370605469, 80.84852600097656, 12.475062370300293, 31.762052536010742, 15.854440689086914, 2.0124258995056152, -9.272427558898926, -0.563248336315155, -15.164474487304688, -1.6086257696151733, -15.732460021972656, -6.611812591552734]","[7622.984375, 3570.4501953125, 604.10693359375, 689.3939819335938, 263.38275146484375, 234.39439392089844, 145.6073455810547, 242.12649536132812, 262.7601013183594, 222.70755004882812, 181.48748779296875, 130.66038513183594]","[-253.09652709960938, 154.15765380859375, 79.59627532958984, 95.76095581054688, 49.56878662109375, 32.72903823852539, 21.86899757385254, 45.157958984375, 20.96062660217285, 33.32184600830078, 16.02425765991211, 24.44784927368164]","[-611.4437866210938, -63.470558166503906, -59.517005920410156, -25.515254974365234, -31.346710205078125, -59.12041473388672, -38.785369873046875, -42.44956588745117, -54.86883544921875, -45.03400802612305, -47.644874572753906, -41.45996856689453]","[358.3472595214844, 217.62820434570312, 139.11328125, 121.27621459960938, 80.91549682617188, 91.84945678710938, 60.65436553955078, 87.60752868652344, 75.82946014404297, 78.35585021972656, 63.669132232666016, 65.90782165527344]",1500.048095703125,1369620.125,3944.662109375,125.04199981689452,3819.6201171875,7.863710403442383,136.0082550048828,50.021575927734375,0.0018160343170166,50.01976013183594,0.1404940119760478,0.03433193742256,0.7125,0.0125,0.7000000000000001,        IC0
